domain,nn_mod,nn_asp,query_mod,query_asp,q_reviews_id,question_subj_level,ques_subj_score,is_ques_subjective,review_id,id,title,context,question,answers.text,answers.answer_start,answers.answer_subj_level,answers.ans_subj_score,answers.is_ans_subjective
electronics,good,isolation,heavy,bass,71db7417571d3574600e299939f4fff1,1,0.5,False,e3695467f18692a571143d31d9ee9bdb,8206c74d9c4231b6d33540114397feb9,B001V9LPT4,"I got these on amazon about a day ago, i got them to work out with, not the best choice i know but i love good sound quality and with a Trusted name like Klipsch that is what i got. The sound is great, good bass nice Sound isolation due to the rubber ear molds. They sit differently then any other headphones iv had and even running on my readmill they have yet to fall out of my ear. I also got them on sale for 55$ due to them being open box from a Vendor on amazon so that was key in buying them also. The one flaw with this product that I see has already been mentioned is that the Cord is very thin... thin to the point that im worried i will break it or pull it loose at some point. Other then that these are great and the sound isolation is very good.",How is the bass?,['good bass nice Sound isolation due to the rubber ear molds'],[202],[1],[0.575],[ True]
electronics,much well,lens,soft,lens,59c2c9beba004d68c61e8a0451df0734,2,0.1,False,0bdbaae4ea3c4c22ace14f68149a7382,5b7f0cb1c385130cf83cedd0548bbbcb,B00009XVCZ,"okay so it does but for me this lens is my walking around lens, so much better than the 1.8, this has metal construction and I love the speed of primes",How would you describe the texture of the lens at all focal lengths above 150mm?,[],[],[],[],[]
electronics,great,size,small,size,d89674a172e6a5ec17d860455b433cc6,1,0.0,False,6d6b794c9fc118f7fd93314d1d001bce,9261d315a443e604f7f8a17d2669c101,B002ZIMEMW,I'm a photographer and use this on every outdoor shoot I do. The size is great and the price is a fraction of what they cost in a photography store. I love the multiple uses and how easily it folds down for storage.,How is it the the size of the image?,['The size is great' 'The size is great'],[61 61],[1 1],[0.75 0.75],[ True  True]
electronics,sharp,screen,better,screen,a0104175e596c6e61828af2207d26a18,1,0.6,True,7affc9b1d84f7a6f5e5d4abf7fe1755d,2a44ad6a64b67fde7b9e64006b99f719,B00DVFLJDS,"I am a Kindle Fire HD fan. (so some of you should stop reading now) The new Nexus 7 really gives the Kindle Fire a run for its money as an entertainment device. I only have one Amazon movie, but use Hulu Plus and NetFlix. Both of those work great on both devices. Come to think of it, I didn't try viewing my Amazon Prime movie on the Nexus. My main use is web browsing, books, music and video files. The new Nexus has speakers that sound pretty much just as nice (and loud) as the KFHD. There might be a difference in screen resolution, but my eyes can't tell - both screens look bright and sharp.Books - Text to speech on Amazon Kindle books only works on the KFHD. Since many, if not most of my books are Amazon, that is a bummer - I like text to speech for when I am driving and listening at bedtime. Audible's audiobooks works fine on both.Web Browsing. Believe it or not, I side-loaded Chrome on my KFHD some time ago, but I really just use Silk. Silk is fine for my needs.So both are fine devices, so what are the attractions to one over the other?- Nexus 7 has my favorite Google apps - like Google Maps.- Nexus 7 has GPS, which sounds useful, haven't played much with it yet.- Nexus 7 allows multiple user accounts. That will really be handy.- Nexus 7's back facing camera lets you take pictures even it you look funny doing it.- Google Play store has a bajillion apps, 99.9997% of which I don't care about. But there are a half dozen I would like that aren't on Amazon's store.- Kindle Fire's built-in ebook reader will display both Amazon and non-Amazon books and will do text to speech on them all.I own both, but if I had pick just one today, I'd pick the Nexus 7. BUT, I noticed today that only the 16 gig version of the KFHD is for sale at Amazon. Perhaps Amazon is about to release a new version? Next month could be a different story.There are minor details, like the Nexus needs a special adapter cable for HDMI out where the KFHD uses a separate, ""normal"" socket. And the Nexus buttons are tiny and I find myself fumbling to find them.If you have an older model and are thinking of upgrading, perhaps waiting to see what Amazon responds to the Nexus 2013 with would be good. To be totally honest, I am now a fan of both tablets. And married to an iPod Touch fangirl who demands a unit she can slip into her pocket.",How good is the resolution of the screen?,['both screens look bright and sharp'],[563],[5],[0.775],[ True]
electronics,perfect,sound,terrific,quality,5e6bb2b65398cdb61c55299af2f93fa4,1,0.0,False,44105dd4eac1ed5192e04f4def7048b2,2e29abc932a8831343d9be071bf82189,B003LPTAYI,"Their cord is too large to pick it on the go, the desing its not the best but ok!And for my head they are a it small.Altough all this issues the sound is perfect, they sound as good as a Beats HD, they are pretty affordable and cheap, so this is a pretty good option if you re looking for some oon ear headphones to listen your music on your mp3, ipod, cell phone!They are reccomended a hundred percent!",How do you rate the quality?,[],[],[],[],[]
electronics,amazing,color,better,angle,18d0d070901ddd4e22c0962b86d48b78,1,0.0,False,03e32592fc511f01eb234a14ad46f7d6,8274c92071c5e0be23e7aad8168b1bb1,B00007E7JU,"This is a great, sharp lens. It is made of plastic and feels flimsy and its auto focus hunts a bit, but the images and colors are amazing. This was my first lens when I started on SLR photography nine years ago, and still use it today.A HUGE bonus for this lens that I discovered recently is how well it works as a macro lens using a cheap fifteen dollar Macro Extender Tube. I have uploaded several pictures taken with this lens and a macro extender tube. So if you are looking to take macro pictures, this lens can also serve that purpose.",How are both sides with respect to the angle?,[],[],[],[],[]
electronics,good,tone,more,sound,a1d0d003d0d7fafc48d9666156888d16,5,0.41111112,False,821fab584eea02c6555e6f5b9da87f65,e6c3765896c1e50dad639d068613e4f5,B004HHICKC,"Holds a charge, has good tone, and gets the job done - all in a nice, portable package.  Highly recommended.",Where the sound is more than adequate for music?,[],[],[],[],[]
electronics,great,case,fantastic,case,55b63e6bc13ffbd055f3696a5526373b,1,0.0,False,ecaaa699b242050d04bdf1139213d7e7,0100d40d015a66cf908dfffef53f51df,B007PA1K84,"The good:The case is great for the more upright positions. The slots on the inside of the case ensure that the iPad doesn't move while in those positions.The quality of the leather is good and looks very professional.The case seems very durable and I feel like it provides good protection for the ipad.The surface is completely open because the plastic backing fits snuggly around the sides.SmartCover works perfectly.The bad:The case was much thicker than I had expected. The reviews made it sound like it was very thin. I don't think it is that thin.The plastic case makes it harder to use the volume buttons, but I don't use them all that often.I don't like the way that the case/cover unfolds to the point where half the bottom is detached. In other words, if you lift the ipad by holding the cover, the back/bottom doesn't have much support.For the price, I would have shopped around more. I don't really care that much about the smartcover functionality. If I had to do it over again, i would have gone to Fry's or Best Buy to check out different cases. Even Costco had some that looked ok.",How is the case?,['The case is great'],[9],[1],[0.75],[ True]
electronics,different,brand,comparable,price,3d19417e882957c6d67b715f5e7813c0,1,0.0,False,81f11a4dd80f7cb203cc4176bfc389cd,32c5ca844b7f4c725818154c842ad1fd,B0019EHU8G,"The quality of this cable appears to be pretty awesome for the money. I just wish I purchased a 6' instead of a 3'. I have a few different brands of HDMI cables that have all ran over $25 a cable and the quality isn't any different on this cable. It does high def and 3D just fine. I am not using this cable for Return Audio at all but I imagine that would be just fine as well. I have a couple of free HDMI cables I received with other products and the difference between those cables and a quality cable is clear.Bottom line, if you want a cable better than a freebie but can't afford Monster Cable than this brand is a good choice.",How is the price?,[],[],[],[],[]
electronics,useless,camera,easy to set,camera,ea25d5d0d3fd8da607b360d455531a7a,5,0.0,False,5f970245c74357fb63ad0d38391160f1,43ab44c19c06af6ea9253eac9fcc41a2,B00452V66G,"For the price, this S-Link camera seems to be a great value. It does not promise to be a whole-house security system with real time recording, etc. If you want that, look elsewhere and expect to pay more.But what you do get is a very good camera with high quality imaging that can be set up quickly and accessed by an easy to use app.I installed this camera in a matter of minutes on my home system (Mac based). The installer really was a breeze. The free iPhone app also installed quickly and in less than 10 minutes after opening the box I was monitoring my kitchen and living room on my iPhone.Daytime-mode images are nice and crisp, and the night-time images are also very good and seem to have a range well beyond the 15 feet D-Link indicates (perhaps I have more ambient light in my area at night). You can also connect the camera by cable or wifi, but wifi seems to be by far the best choice as then you have much more flexibility as to where to place the camera.Other reviewers have complained that without a recording feature the camera isn't very useful, as you would have to be watching the feed all the time to see if anyone was breaking in, messing with your stuff, etc. However we have a good home alarm system and if it ever went off we would be notified immediately, which would allow me to turn on the app and check the camera right away. The app also includes a photo option, so you can take still photos from the D-Link camera that are saved to your Photos app (on the iPhone/iPad anyway).Two minor issues were 1) the iPhone app sometimes doesn't connect to the camera, and needs to be restarted to get the feed; 2) there is a 2-3 second delay in the feed, so it is almost but not quite ""real time"" (this may be a function of network speed, cell-phone distance, etc.). And of course, should your network go down, the camera is useless. But that almost goes without saying.For the price, this is a good-quality camera. It requires manual monitoring but unless you are willing to pay much more for a hard-drive based surveillance system, in this price range the D-Link camera is a very good option.",What do you think about the camera?,[],[],[],[],[]
electronics,great,app,great,game,61be06d8bda1415e8abe989f5b0219f1,5,0.36666667,False,2250020231be36cc5c0277221a95370e,7f0a12acac99be7340cdeb73d4e7335f,B002C7481G,"Before buying my iPad, I spent about an hour in the Apple store playing with it.  I knew I'd get some real use from it, and I knew that it met many of my wants for an ultraportable computer, but the tiny underpowered thing costs almost as much as a macbook!Obviously, I laid down my credit card and walked out of the store with it.  The store is near my office but three hours from my home.  I must admit, I had regrets in the three hour drive home.  A $900 10"" iPod touch?  Am I nuts?After owning and using it for two weeks, I no longer regret the purchase as much, but I still feel that it is overpriced.  My model is the 64GB with 3G+Wifi.  I spent about $900 including tax to buy it at the Apple store and another ~$60 on ""HD"" apps including the iWork suite: pages, numbers, and keynote.  I do have an iPhone so I already owned a lot of apps that work with the tablet.I have found myself using it mostly for four things: document viewing for work, email, web browsing, and games.I'm a bit ashamed to admit that I've been using it for games, but I have played several and really enjoyed them.  I'm not a ""gamer"" at all.  I own a Wii that only gets used for watching Netflix movies on my television.  Video games are usually boring to me.  There are quite a few games designed for adults filled with puzzles and brain teasers that will change your view of computer games.  No matter who you are or how adult you think you are: you will wind up using this thing for games.  It's too fun to play games on it not to.  I recommend Labyrinth 2 HD, Osmos HD, Pinball HD, tChess Lite, and a good Solitare game.Back to getting work done: it's pretty great for email.  I have a work blackberry and a personal iPhone.  I get lots of spreadsheet and other document attachments.  Blackberry is terrible at displaying documents.  Iphone does an OK job.  This thing is a desktop replacement as a document viewer.  It isn't as good as having MS office on a PC, but you can definitely get a great view of a document with a lot of formatting intact.  It isn't really better than iPhone for viewing messages, but viewing attachments on the big screen is worlds better.  The only complaint I have about email is that it lacks the ability to thread conversations and show all email inboxes in one list like the ios4 iphone devices.  It will have those abilities this fall when it gets upgraded to ios4, but for now switching between inboxes is a bit awkward.More on document viewing.The biggest help to me at work is document viewing.  I can carry promotional materials, examples of past promotions, old communications, files for reference, presentations, price lists, spec sheets, manuals, photos, trade journals, books, and any other digital document imaginable and access them all easily when with a customer or simply to find info to make me more effective.  The iPad does not include a file system like finder or windows explorer.  The iWork apps have a documents folder, but those folders are not accessible by other apps.  All of the apps include a shortcut to open a document in other apps, but not having a universal finder app is annoying.  If you are in mail you can choose to open an attachment in Pages then email any changes back to the person, but it goes against the way we have all become accustomed to working on PCs and Macs.  There are file system and viewer apps.  I've tried two I like and one that I highly recommend: Goodreader.  Goodreader gives you a place to organize your files into folders for various projects and info.  It has viewers for office file formats, PDF files, and limited graphics files (sorry, there are no eps, ai, or similar art viewers for ipad that I've discovered yet).  Goodreader allows you to transfer files to the ipad via wifi networking, wifi using a web browser on a PC or Mac, using the USB cable, or using itunes.  Best thing about Goodreader: it's only one dollar.The built-in photos app is great.  I used my mac to convert a lot of documents to jpgs just so I could use the photos app to view and display them.  Integration between the photos app and the iwork apps and mail is great.  Syncing albums between a Mac or PC and the Photos app is a snap.  The photos app is where the ""magical"" in the ads comes from.  It is a delight to browse images using the app.  I'm sure you can find countless youtube videos demonstrating it if you look.  For under five dollars, you can buy Photogene or a similar app for useful photo editing on the ipad.Web browsing is the other ""killer app.""  Lots of people complain that iPad doesn't support flash, but I honestly don't miss it.  Most big web sites recognize that you're using an ipad and deliver non-flash versions of videos.  My biggest concern is the lack of RAM in the ipad.  The lack of RAM shows when web browsing.  If you switch between open pages, most of those pages will be reloaded because it doesn't cache much; it can't cache much with only 256mb of ram.  As long as switching between pages, and having them reload when doing so isn't a huge issue to you, web browsing on the ipad using Safari is a desktop-like experience.  I have just recently started using a third party browser called ""Atomic Web.""  Atomic web adds useful multitouch gestures, tabs, full screen, and adblock to the Safari browser.  I highly recommend Atomic Web for the $2 they charge for it.  It works great.The app store lets you add tons of functionality to your machine.  Count on spending $50+ depending on what you want to do with your machine.  I love the three $10ea iWork apps, the $5 photo editor, the handful of $5-$10 games I own, and the multitude of free periodical reader apps I downloaded.Watching and listening to media in ipad is really great.  The iPod interface looks like an older version of iTunes on a Mac.  Video looks great.  I've always been a fan of desktop itunes for syncing with ipod and iphone.  Ipad is exactly like iphone and ipod when interacting with the desktop.  The built in speakers in ipad are louder and sound better than iPhone and iPod touch.  They are nearly as loud as the ones on my Macbook Pro 13"".  The speakers are great for listening to podcasts or watching a movie in bed or in your comfy chair.Google maps and google earth are a desktop-like experience on ipad.Battery life is where ipad kicks laptop tail.  I easily get 8+ hours from a charge.Typing on ipad in landscape mode is about like typing on a netbook; you wouldn't want to write a long document on it but it's fine for email and composing short documents and memos.  It's a lot better than I expected.  Typing in portrait mode is a bit of a chore.You WILL need to buy a case for it.  The ""acase"" brand ipad case that sells for $26 here at Amazon is a great choice (and the highest rated case on Amazon).  You will not be able to find an Apple case for it.  Apple cannot meet demand for ipad accessories.  The camera connection kit (usb and card reader) are also impossible to find.I'm glad I bought the largest (64GB) model.  I currently only have 25GB free after putting in 20GB of music, 8GB of films, 5GB of apps, and around 2GB of documents.  64 GB is really very ideal, but anything less would be crowded unless you don't plan to use the ipod or video player much.I bought the 3G service for it and don't regret it.  I live in the midwest and ATT has decent service here.  I am paying $15/month (no contract) for 256MB.  2GB is available for $25/mo.  I bought the cheaper plan because I have frequent access to wifi, but wanted the ability to look at email adn documents on the road if the occasion arises.  So far just using 3G for email and very infrequent browsing 256mb is plenty.  I highly recommend buying a 3G model unless you are sure that you will always have Wifi access when you use it.  It's a lot less useful if you can't connect to the web.In conclusion, this thing is very useful and very expensive.  I use it a lot.  I use my PC and my Mac a lot less now.  I carry it to places that I wouldn't consider lugging a PC to.  It allows me to carry a lot more info and digital files than I ever did before.  It makes me more effective and allows me to travel lighter.  Is it worth slightly over $1000 after buying a case and apps?  I'm still not 100% sure.  Do I love it?  yes.",How many wins do you have in this game?,[],[],[],[],[]
electronics,decent,keyboard,easy,typing,d7958ebc57a544a337fa4767cbc6e996,2,0.0,False,f89755821620af9e7239390d66a26ed0,adf66e3bec4c5b20bf11bafcf90a5258,B005ONMDYE,"This keyboard is decent enough and for the price - it's hard to complain.  My only issue is the keys get stuck very easily - if a little bit of something falls into the crack between the keys and the base pf the key board, you get pppppppppppppppppppppppppp all across the screen until you get the 'p' key unjammed (for instance)",What is typing?,['pppppppppppppppppppppppppp'],[231],[2],[0.],[False]
electronics,clear,color,great,resolution,e39cd73a4681774712bdb1a9a02e11e6,1,0.0,False,9cf9a62c61cebb0aa263cb9fc6514e64,4fe83bc8d1490987998ce4e32e4d7ee7,B003HFCDLY,These monitors are 1080p worked right out of the box with windows 7 and with windows 8 now that I have upgraded.  They go into sleep mode and awake to problem.  The colors on the monitor are bright and clear and I have yet to notice any dead pixels.  Plus for the price they were a STEAL!,Is it a quality resolution?,['The colors on the monitor are bright and'],[161],[1],[0.8],[ True]
electronics,crisp,picture,vivid,picture,ce686a6d69d185316a1d4690d11dccb6,1,0.75,True,ec17e77982fa36b503cb0605d7d5b86b,f2019ca7bdc69f0806b46b8fda452f4a,B0055QYJM4,My son has been wanting a new TV for some time now.  Bought this one and he loves it.  Picture is sharp and crisp.  He watches many movies on it and the up-close imagery is astounding.  He also plays videogames on it and said it has been impressive.  This has been a very good purchase and I highly recommend Haier.  It has many good features in it and it is also simple to operate.,Does this picture vivid?,['Picture is sharp and crisp' 'Picture is sharp and crisp'],[87 87],[1 1],[0.5833333 0.5833333],[ True  True]
electronics,great,ability,major,problem,796b6da38d5db04039eb8a073c7eca1b,1,0.5,False,bd5768c89300f39f73a17e611e4eaec2,8df9d642b399e8060c569c94cf7015cb,B002HWRJBM,"This mouse has several great features, but the most important one to me is the scroll wheel which has some weight to it and spins really easily.  This allows you to, literally, spin it and let it scroll quickly over a long document.  Ability to use rechargeable batteries and charge them via a USB cable WHILE still using the mouse is great too.",Is there a major problem?,[],[],[],[],[]
electronics,great,speed,several,device,dbb5d2e7d37b9080eb101f62b1eeabaf,5,0.0,False,558cc664e9286609f9fd3de30f943ad7,9ce55f8a00c04e0c7f5ff10bd5fd3858,B000N99BBC,"The TP-Link TL-SG1005D switch is a faster, inexpensive and reliable way to add more 10/100/1000Mbps Ethernet ports to a network. The TP-Link TL-SG1005D comes with 5 Ethernet ports, any of them can be designated as WAN and the rest will act as LAN ports. It's totally plug & play, and it detects when a device connected to a port is active or inactive, and consequently will put the inactive port idle until needed again, reducing the power consumption to an 80% compared to other switches in the market. It also discovers if the device connected to any of the ports is 10, 100, or 1000 Mbps and acts accordingly.It can be used with any router, or directly with a modem. I'm using it together with theTP-LINK TL-PA511 KIT AV500 Powerline Gigabit Adapter Starter Kit, up to 500Mbpsto provide broadband Internet to all the wired devices in my office, and it's like having a second router without paying the cost of it. Even when all four devices are online the speed is great.",How to operate the device?,[],[],[],[],[]
